,P7,O1,O2,P8
0,4.172911974419177,4.484146476313176,2.415990356504608,3.768498810547675
1,0.30107435990100123,2.5793383317155336,1.253413615855834,1.272131223137262
2,-0.19090370257059816,-0.22732751362978498,-0.39978061187547864,1.182338045765323
3,-0.23275295495481912,-0.11081080090746274,-1.0427286556293343,-2.7569726604823783
4,2.844993350426689,1.7932348926546742,3.2796501830618423,1.1334597646058546
5,-1.3854523893068205,-0.1666228148038103,2.6302756140230175,0.8629627500083158
6,-0.9557169088991203,-0.4365886681121264,-1.0389334526951888,-0.5359536967781613
7,3.2601884515201074,4.538921995403468,2.0412162847658855,2.995974397646583
8,0.6553490847827412,-1.2190818334172384,-0.31830369091964655,-1.21078828397612
9,0.17944259672491805,0.27308445177986507,-0.014037094054542482,-1.4140939068167622
10,-0.9629550872864581,-1.057243475459809,0.0604686132391295,-1.3066795636483581
11,-1.552120688334872,-1.186203476780661,-1.0532078383387764,-0.5843537926351368
12,0.5330602528525851,0.8778971485470336,0.4436367491505128,2.058157916794391
13,-0.1356821734714566,-2.7956219479354156,-1.9740310842176019,0.5460717112286706
14,1.2010688047469211,-1.28368504974727,-0.19132506657663106,-0.22273532985172764
15,0.8867080973262644,-0.19351657141283465,-0.9484409311634066,-1.3971834233855245
16,5.234940076843633,5.3022969860621405,3.678518034775462,3.460148581812499
17,0.11245976670533665,-0.2542748875512626,-1.8730636963257257,-5.651624516554949
18,-2.1407038417673783,0.6633914788764779,-0.05464995241975168,-0.6922313416193218
19,-0.7498065818943416,-2.562760510844971,0.10498076169836427,0.2359193877838326
20,3.1648488323286728,0.11368890729731093,0.27422576179856495,1.566784265300228
21,-3.6521628504642663,-2.927031306213604,-3.166563807301061,-2.935132152362436
22,0.6294793762196307,-0.12430952664675815,-0.3998398899149789,-0.7794582317395219
23,-0.1927950164553051,-0.2338495357243113,2.5835182215234984,0.5755594940889512
24,1.2850808493696146,1.3173045212309855,3.482113905617039,1.4071351850903167
25,-1.2468567088348745,1.2979323276769237,1.3455153044969141,0.012311481293125426
26,-3.621784029803476,-2.1209477871778772,-3.5499190652161055,-1.4674928260428364
27,1.545107226336031,0.94400372064199,0.6054019048941439,-0.5174239804727888
28,2.632869650350669,0.945227100286072,0.06497353393256283,-0.1936591174505262
29,-2.3613028245794556,-0.4950563882561072,-0.1434035800165291,-2.9349705214862207
30,3.8550458769714497,2.0839936401916535,1.590456604212879,2.5848632297962673
31,-0.5797421310204496,-2.149862342901164,0.007173420799646224,-0.6555090201575741
32,-1.062040880532222,-1.408729249104687,-1.4705909331456488,-2.8210220139262985
33,1.7189067604276569,6.106048190762021,2.733734825874987,3.390494993209719
34,0.7448020325787488,1.4982507922061037,2.085870887741924,-0.8753521523439454
35,1.3006072667938624,1.4170978004327146,-0.5785660336050084,0.9690110728981691
36,3.710269869959938,3.434847482447156,2.808770740803884,2.225202161019446
37,2.651208002969285,-0.2212328284466169,-0.3350200121532813,0.5831503291249076
38,1.569910597191657,-2.301540024697515,-1.792558346675118,-1.3226036073484015
39,3.5632719216327264,2.8029583011590145,6.554394955101743,5.29098588674069
40,-1.1971445889716261,-2.7350210808619475,-3.8285627521760786,-1.53494478659567
41,-1.9459506447502688,-0.5097341541106292,-1.138225017344274,-3.4320750290628492
42,-1.2941013695359778,-1.1318603638222704,2.1713560001582697,-0.28173662353962103
43,0.17992335617348992,-0.24404051303457924,-0.27482222716510885,0.10424378935148826
44,-1.8859671938908305,-1.4247916431911636,-1.6725460608909144,-2.556127823310138
45,3.313083655724874,2.6613375594117104,4.649548045769228,1.5258055783264952
46,-3.2092204604153824,0.08837437100160753,-1.9199721687245326,-6.172631011992471
47,5.972668145333738,2.610967487434229,3.560630461182389,1.0163201604680956
48,2.82248247910036,1.963331653020512,2.7055497557974495,-0.815116492482766
49,0.15123739850295564,0.666758858002969,0.6972510558142491,0.1302908639655832
50,-4.139932685078245,-5.464089408538657,-5.329096931214724,-4.529325534616021
51,0.3789266180146217,1.1326902799523504,0.734465891013702,0.08300316017262785
52,4.44589140449623,2.0730397251526083,2.146767358517289,3.583867472118291
53,-1.9061115007860856,-3.0872089575231,0.5213908473104353,1.09071823226444
54,2.9631691373753135,1.5767267167342247,1.2667190736608396,3.14263903935227
55,-1.3382597053949385,-0.5111333047992994,-0.3086801108239,-1.0698854000460518
56,-2.7107139966928426,-3.8186065481893605,-2.5783627101790536,-3.895157262921171
57,-3.8028672309224705,-4.44509151324592,-2.681186253752889,-4.5324457266477145
58,2.9141105624772456,4.883382395530236,1.6286079516842027,1.5184102385765805
59,-1.402511440498083,2.1535311753792534,0.18380570422370762,1.836160555661362
60,2.9207382396311057,3.5435501715123756,2.6804088834682456,2.6248396074076004
61,1.3319328613211054,0.31771791339858774,0.8147485762993782,1.0632485864169023
62,-4.420993979171742,-2.8071196390565816,-4.04316415486049,-2.3500584720220346
63,-2.09161037864731,-4.325328172992189,-2.39334063169322,-3.6907332273743454
64,2.3706925590106653,2.134283350909916,1.6789090299607716,2.503500208250988
65,1.799944333012728,-2.4283508462736387,-0.8305581990634872,2.262578133262439
66,4.2238805799563375,5.254450476880141,4.4167155434587615,4.476941949435347
67,-2.9414727919896464,-1.2815302059466935,-3.738882443982248,1.3473799615288231
68,0.8863258601069539,-1.4046527971172202,-1.7953503892029237,0.6498910000176764
69,-1.1243585073228548,-2.046678238997761,-1.29648415945182,-0.7530821764172546
70,3.7307974111986573,3.5321165513903368,1.6863138168149308,3.2198909472972557
71,0.6722784983529979,-0.08965828876435755,0.048948474293914246,2.2657976097863055
72,-0.07142130709944333,-0.12680980581071616,-0.28333664619673776,-0.673015544549431
73,2.1263136835851855,4.662906743409158,2.3103225439397064,3.270491665308109
74,-0.68344589097169,-4.540685328417387,-2.751158806609235,-1.1919590536278653
75,3.9916996275168732,4.2862926458073405,5.981531253164114,5.902406049176369
76,1.9810619485086174,1.793222130629343,3.040263090246197,1.5086638982859135
77,-0.4946208682242618,0.8728755574393835,1.4587718262468008,0.976024788319375
78,5.6178891415155805,6.561886952550978,3.690996345871223,8.380135272038224
79,-1.137376687652349,0.2846893977672047,-0.6687103020610193,0.27833183147683654
80,-3.341822796692089,-0.017257841543422026,-1.9860080051418318,-1.5934410350207462
81,0.46397632073303613,-2.4649086643765985,1.2671056749223037,1.0297047406901099
82,-1.176077178748473,0.46506204949485647,-1.11571166904217,1.4039552074378938
83,-1.0727863556316892,-2.5049089552395873,-0.3004961484611844,-0.13579655710791896
84,3.225768512717886,2.532492785475426,0.22469281625533422,2.7998603269026368
85,-0.9361669455180976,-1.3400319767454099,-2.745455022311441,1.1030998147562925
86,-1.2166955365228094,0.5403748228715917,0.7339661960502042,1.368543317988846
87,3.8599582624351676,1.4751503009312135,3.7368741919875537,4.264966960419057
88,3.611759788682744,3.5069601155604078,2.990219304244822,4.426564401118368
89,-2.0748790971587985,0.8687640843297256,-2.0420795787954615,0.1781393939530413
90,0.9660612957912021,1.3787293856596678,3.290992002256959,0.7029895456044143
91,-1.5391539099409113,-0.36854379700079454,1.5080730448487496,-0.38871638905083905
92,-0.731732738582785,-1.699261993865659,-1.655931271961145,-2.382489109986378
93,4.293768261498082,5.370235497966354,4.93500832066104,4.598961445810195
94,2.395071029517216,2.610492502455621,3.266653388140506,1.3859831279149075
95,-4.136538236530484,-4.405936210230029,-4.0856728595196605,-3.907757638911994
96,-1.0389314832431389,4.070254709717713,2.6385326280536345,0.19354819237776202
97,-1.6625788592858486,-3.2335544184139957,-3.2723898684459574,-3.1415883254339434
98,-1.351746091032025,-2.0911753516377205,-1.4311457455031578,0.4157936541564443
99,5.1136482183851495,4.2666280284287215,-0.12408811206746144,2.1952771474333734
100,1.4927185513926784,2.158746315442953,2.83469027130262,2.285132652579881
101,1.6704484328240203,1.914806450298285,1.1777674468679025,2.6742681877753642
102,-2.965769107430975,0.11725232771437354,-2.095221707408195,-2.417422343510757
103,4.393468593567785,4.22380379113753,3.5686275817285362,4.120536864775801
104,2.0251534545181356,2.485889854849304,0.42579665976385617,2.0747077080336185
105,-0.6250194260102769,3.248371611689959,-0.2652963477960808,1.5615186386367474
106,0.4669443874185205,1.5208591104478093,-1.099373667446533,-0.307615233296754
107,-2.935260360477551,-2.3976880501746156,-0.8950744684035867,-2.294162457173175
108,0.5615115246182344,3.171567718468505,3.177684464480234,2.146340048324755
109,-0.5931350438266008,1.2659942240721471,-0.39871079462649583,1.7900136745640909
110,1.53826491272061,0.9307575340845483,1.683485339828893,0.9450067068149208
111,-5.762170817545547,-1.7047125741198517,-1.6547761792420543,-5.936780692675233
112,-1.5415562571246584,1.2330580911816624,-0.7406558024761775,-1.8544751781789286
113,0.3107655283953865,1.6850159985171769,-0.2448371216189581,2.4841899946535957
114,-2.576788723906732,-0.3757944460604563,-0.238777940563914,0.4205412684485742
115,-2.9430610979818583,-1.605239686819963,-2.325340664967618,1.6773026540483045
116,-2.775952664606482,-2.5819940423030325,-3.411599585441965,-3.045533311687471
117,2.1503101491984022,0.9726840150405244,0.41433866925624896,-1.3209775212738128
118,-1.7589581027612886,0.3427243552139404,-0.2011641360817238,-1.5615761864052946
119,0.8276102912938048,2.799136084581468,0.8370663541201655,2.7656097624733293
120,-0.6672959212871038,0.9124206977466973,-0.9594678222098834,-2.100965087968944
121,1.3234602616233864,1.6354167495509224,0.9717221225658788,0.5207729358370028
122,-1.549820905849634,-2.6169212686549828,-1.9232604272722709,-1.7897332087163018
123,-0.13825232070544652,0.5768602955421724,1.7413022333216717,2.368500038529223
124,-1.0058183985041267,-1.3729811156726859,0.2517900265490826,-1.5877328879738446
125,1.253377261389434,1.245451835640402,1.595038092395662,1.3912370120235606
126,1.7674363975254659,1.2879121226823682,2.0026768847032805,3.6269813183857975
127,-0.9355183668374227,-2.703032071153608,-1.7339969133072761,-1.3245659566644994
128,-4.006602973771806,-2.7769872430231604,-3.420774508264563,-4.208626869331433
129,-1.5958025355378114,-3.285179075063197,-2.9405847254517195,-3.4801270528492
130,0.23018417825177961,2.2378340122082263,0.9232969062576504,1.0683853349168853
131,-1.4595111046712854,-3.5156092234702254,-1.9060560447662387,-2.585471647393174
132,-3.202772625304565,-1.3931066603027844,-2.3487483312458406,-0.9741638552580659
133,-5.69295958746963,-2.864240167356758,0.3585941738108576,-3.071706204581214
134,1.977783363300712,2.210350141483012,0.6367066065179312,-0.5454903954500998
135,-0.28651902525784395,2.9971756466988397,-0.18235298372936265,0.7188257778003335
136,3.915113171779751,4.81240596982064,3.5541374666273824,1.915592041156774
137,0.2746130868442664,2.0150486892300656,1.4677434338148219,3.866993218619924
138,0.4292930942495312,-0.20190407738444371,-0.11885778701632826,2.0699684413477977
139,-4.936385602762213,0.5906385840109483,1.9054594710891015,-1.148486163534818
