,Counter,P7,O1,O2,P8
0,0.0,-0.5175999347154532,-0.5668490050788422,-1.6418391102449708,0.04749089454717259
1,1.0,0.7931054170045386,0.4034183951446568,0.7616341510045898,-1.3531281610511203
2,2.0,2.203046066998369,0.1747925601905571,2.279874596543976,0.6662803848452483
3,3.0,1.958907260085723,2.3323129465804717,5.6006681151683875,4.8420643990175645
4,4.0,7.058578418884364,7.466262342403066,7.7313055698063895,7.348844542802759
5,5.0,1.7296731357110757,2.2560939081087614,4.427119586105182,2.6980654559644854
6,6.0,1.088208717546526,2.3544181617981015,1.2804664054384642,0.8067549091180019
7,7.0,0.5500208337239627,-0.6106707078898759,-0.4072496029388009,0.4244465949281165
8,8.0,0.8031969034965781,1.9755379377793154,1.5411223516118495,0.203947124223406
9,9.0,-1.1632422460043415,1.090372476990594,-1.7444445272596374,1.4765732582351005
10,10.0,6.043392512613309,5.784901194490547,6.794258092722497,5.202121762912827
11,11.0,-0.6652303044078509,-2.066912191584842,-0.863151888052027,-3.3311745192980946
12,12.0,-6.148164723610573,-3.411729234638787,-6.583724507528773,-5.360789446226474
13,13.0,-6.2170275020248615,-4.837838864980852,-4.958804451778708,-5.069268978150535
14,14.0,-4.66901561514362,-4.89142819691874,-3.771925981234747,-4.216874408522044
15,15.0,0.9878293239829908,2.9467506790258735,3.2327186924881066,2.1244514684160283
16,16.0,-2.911501970724881,-1.0339355895271678,-3.4291649968865388,-3.0867907720312147
17,17.0,3.4549107789482374,2.740018357805859,0.9848424586732807,3.9638105134423443
18,18.0,-0.7706378384212214,2.001597534217498,-0.3564680945468106,2.28752536389229
19,19.0,4.572373010255286,4.9247733559693305,3.2399549026050143,2.5214987537429643
20,20.0,2.8507827740531706,-1.409640677950347,0.7369533683290418,-0.2767572058078164
21,21.0,2.692742877179694,4.456241151765836,4.054130641935585,3.9995394950027627
22,22.0,4.993147366030539,4.16796748337949,5.4028698273145235,4.78396418012095
23,23.0,3.049079504908814,2.59506439512296,3.2329325578310524,5.278384646761406
24,24.0,5.038076536022076,4.854392201840162,3.481995543148334,2.775586911220162
25,25.0,-1.5805693221604402,1.0185998962138576,0.13040459796764742,-1.0148533358200027
26,26.0,-4.093926934483675,-3.554866226822104,-3.134536615113529,-4.539614601751909
27,27.0,-0.06451823923758898,0.5704295519959476,1.794407649715205,0.60466658683277
28,28.0,-4.43101886056872,-3.2224119883301725,-3.394448211749514,-5.434351291414639
29,29.0,-4.335415690905032,-1.2883459271610422,-1.3779597293856123,-4.576045944637135
30,30.0,5.243062031500612,4.999428361250834,5.584040993451031,6.082939362073518
