,Counter,P7,O1,O2,P8
0,0.0,-3.411588457970975,-3.739462479682584,-3.55461867023963,-4.736417337763235
1,1.0,-3.2466115894414758,-3.1258820657038324,-3.938459764183359,-3.976468708245599
2,2.0,-1.081432084209623,-0.6400017902414736,-1.5579829262567035,-0.13497088920860223
3,3.0,-8.793934995269824,-8.996901354283564,-7.92196448981694,-8.460042197332587
4,4.0,-0.25696205432403385,1.8253827911818945,1.7617734203088702,-1.103995971930452
5,5.0,-5.471215953204033,-3.6751185940794158,-3.111771657123628,-5.303281545898742
6,6.0,1.0416913163080461,-0.4413039221182112,-1.224353097926819,1.8185263397664397
7,7.0,2.673425453930664,3.4716638462867095,0.4380248584503903,2.2942636056367944
8,8.0,3.036896693960143,3.87764520245319,4.527474364703756,3.1305498060369836
9,9.0,4.300734202356468,3.5166448311243625,3.994879286583754,2.675882568030128
10,10.0,-8.554311056281476,-6.669463952199075,-6.60713709358684,-7.514203541030736
11,11.0,-1.4916947699124634,-0.288101386886666,-1.6778234342674732,-3.0236962421891516
12,12.0,-9.622797075079129,-9.145188681757604,-9.129020729316633,-8.458269344940707
13,13.0,2.2344523245832955,0.22206229989389065,2.2181967482323124,1.099811009394764
14,14.0,1.4258797440829623,3.1239884414842565,0.8394342728153991,1.396451087303027
15,15.0,12.231376586625428,11.382311220729454,12.4695971179245,12.606957342805048
16,16.0,-0.4208965875328773,0.23016597661518,-3.7107887712889998,0.23423669908007472
17,17.0,-1.5609530133583651,-2.101705898387055,-3.221222163580131,-2.108723959121648
18,18.0,5.586351586164521,5.248631154872265,6.644216579976073,4.273343655233554
19,19.0,1.8025416986962308,0.17717040743928728,0.23541553429685363,0.4554417927057363
20,20.0,-9.35717152945708,-7.746204317105626,-8.424174666129172,-4.960898754056946
21,21.0,-4.588923614702195,-7.365885803908053,-4.949540174082254,-4.738213423793942
22,22.0,-5.456152989833591,-7.594669303945217,-7.5478482972628145,-5.767293618211451
23,23.0,-2.5275974515764212,-2.2576750074587157,-0.8613159845960179,-1.946608036437063
24,24.0,3.877007920798819,4.26251278594512,4.358735888105272,2.9578790451161736
25,25.0,1.7420191715005608,1.1058408986022332,0.5162475747383527,-1.0069606181887407
26,26.0,-3.2675103760861193,-2.251704901658722,-2.6901952903329405,-5.645705440281128
27,27.0,-0.5888489661821856,-3.0653474092418067,-1.115825621933944,-1.6213855510916142
28,28.0,0.42930184190212395,1.6707427881756507,3.0114828554299047,0.39555974832665897
29,29.0,2.552184590288248,4.670189629278603,2.8918010049866707,3.1725504040679495
30,30.0,3.3250224240190764,4.5101119618981205,3.8432384726717133,4.97180118494887
31,31.0,0.8783960880238204,0.02517787646906805,-0.9096748609577254,-1.4596635811674328
32,32.0,-0.5419105720836322,0.9388079183718183,-0.7053613433090438,0.1970938163445738
33,33.0,-0.01248639618682168,-0.6418183397890848,-0.03884774889747311,2.1425861503755232
34,34.0,3.4357323058139335,4.40871611293687,4.322909335827481,1.896856542588632
35,35.0,3.100041965075069,4.412070562292404,3.9460441915902917,3.290128878610689
36,36.0,1.1252069129941638,-0.12296897924406269,1.2559049988382838,2.085060774552458
37,37.0,1.8692559415345698,1.1327562045061943,4.600470828690988,4.413856518737474
38,38.0,-7.350955644610772,-5.9944899750961556,-6.6406344317269035,-7.136003824747551
39,39.0,-1.332316254840058,-2.0001202747732885,-1.7493250832828589,-1.783484648157669
40,40.0,-3.7456654160287997,-1.9375593363749815,-4.252102031548752,-2.9601675116342845
41,41.0,1.9322672240218304,1.6972939980999557,0.7104268919337722,1.3879381920955642
42,42.0,-2.7243303461810258,-4.494575173068385,-2.4556841023566687,-2.2370242388550436
43,43.0,-6.206804789096521,-4.363099535700741,-4.253788656373435,-3.94278744652053
44,44.0,1.8381311764620738,1.6285858346290993,4.921941096323366,1.9626847135818524
45,45.0,-0.1950288643424962,0.6948792011590224,1.6090942541913669,0.2502136184743038
46,46.0,-1.327508066824342,-2.503059685092213,-2.2600394589319035,-3.2235485317475376
47,47.0,-1.3787021200718619,-0.8773776044067754,-2.3691753884583164,-0.1150777547420253
48,48.0,-3.9414698547490215,-6.090905139533926,-4.264817191573519,-5.43365213143215
49,49.0,6.828433937857047,5.4646437497416365,3.4243926008073102,7.623739243549555
50,50.0,4.469225470739896,2.489080393706654,1.7951990830358335,2.391887013283619
51,51.0,5.510724262377064,7.1259602256949215,4.933093966713382,4.788704174222336
52,52.0,1.836840444118535,-0.40272828736126465,2.7899772923536257,3.126868575271073
53,53.0,-0.6525893582780674,0.43391612029095644,-0.8051238855952874,1.1199548336983163
54,54.0,3.3484179826236957,1.6092112814261927,4.736030183767149,1.495821566071648
55,55.0,-2.633934274953,-2.801702307917218,-2.881093956406138,-2.231968092428054
56,56.0,5.280402896942816,4.214950202410149,5.1583094611287255,6.493467564273739
57,57.0,6.427526955670503,6.422912130085964,6.204906212604032,5.171831376962092
58,58.0,1.3922431737164405,-0.5369637944507322,1.5924981989807747,2.416728965078193
59,59.0,5.860629114699576,4.077442752322616,7.63290133506255,3.8103356805237474
60,60.0,1.1023626492581329,0.9932879708573087,2.3344698802217363,0.6670382470768346
61,61.0,3.8856300453154136,1.9545773390843875,1.2614366983309377,2.906131781408476
62,62.0,0.763534050005551,2.5158770599139584,1.2739621442913518,2.6190773869020307
63,63.0,-3.77056370367219,-3.3332937103175855,-4.304986412546972,0.22601003839316647
64,64.0,-0.7371716106458838,0.013241446030017938,0.5546267570020449,-1.0048454607961999
65,65.0,-7.3624709152054395,-5.594226685438753,-6.313528394896913,-5.0261856021419264
66,66.0,1.0717053158693859,0.14909965281321347,-1.6414653386914226,-1.932200611892475
67,67.0,3.5536735743765693,3.833108763646487,4.442466237378557,3.867252096177333
68,68.0,-3.500354621935873,-2.006640197932778,-2.5497723607474403,-1.2154754436329243
69,69.0,2.815768033404226,1.9224319957191112,2.676499165677002,1.977137134963787
70,70.0,1.8419287241942335,-1.1425447068163421,2.566205139195773,-0.0124082748979496
71,71.0,0.7572958382569439,-1.8528460436658452,-1.0564775902383035,-1.4531691344002822
72,72.0,-6.592199934138698,-5.151279081812817,-5.8177578510906,-4.6546574006384125
73,73.0,-6.040188707094393,-5.560616100302963,-5.3173621726294815,-6.116231307170833
74,74.0,-7.102579304506873,-7.2277659841668225,-6.728885405365978,-7.795870651898478
75,75.0,1.0997813772524583,1.519658108942164,1.933275940233576,-0.2403226820364343
76,76.0,0.4883395754094879,1.7174218278403233,1.36472752836365,3.003033565224807
77,77.0,3.813834546545787,1.9878151201147214,1.9285137251550315,3.159903200275969
78,78.0,1.7704087225291467,2.424828119759511,2.244342365247963,2.6940144842594074
79,79.0,0.7811630462882309,2.8767760672627656,3.0590448468201283,1.4353569575671559
