,Counter,P7,O1,O2,P8
0,0.0,-2.811420184682338,-1.9751484815638713,-2.229636130867224,-2.374836642602624
1,1.0,3.2587390349295107,3.3546765598993273,3.9168090493951477,3.4037220942293924
2,2.0,-0.7383060302449636,-1.1267365742304096,-0.7474544190361567,-0.8728030898398949
3,3.0,-1.452215391177524,-2.0165379591722923,-1.3713273945520779,-1.5453235029777872
4,4.0,-1.7761082412034455,-1.6097953196973207,-1.5765839854765327,-1.7721324229855067
5,5.0,-2.6793945877650773,-2.1357697296925644,-3.209292616124929,-2.27974819227755
6,6.0,-2.9349853365733205,-2.3175588897961092,-2.028005349876373,-1.8300611339241553
7,7.0,-1.3307528329494178,-1.3845073782519823,-0.7994431161623637,-1.8589998355292274
8,8.0,-2.382027202474931,-2.3273079071988523,-2.075646150518256,-1.7621597291490012
9,9.0,-1.7895380615107082,-1.9734212763775527,-1.351510821061671,-0.2870940930554766
10,10.0,4.639744024208347,3.9948278024359416,3.3394300196309006,4.404444081852802
11,11.0,4.363626726407233,2.7577018658146595,3.3718013503266975,4.087787865151908
12,12.0,-1.8809706280469138,-0.978537431671969,-0.958781756920754,-2.048716983279672
13,13.0,-0.45529015123160094,-1.1133309969456475,-0.6440997236713535,0.01014353709771193
14,14.0,-0.05937003431797716,0.19642950501188183,0.742535333749103,0.7358678926614004
15,15.0,1.700185224463548,1.6484253137416056,1.1929667485864472,1.6126860738333666
16,16.0,2.3512258553507253,2.7718765093378903,2.6048467332768626,3.6324641347818925
17,17.0,-0.16765729700438914,0.5347532483075975,0.6416248070013982,0.7774597319633102
18,18.0,-2.597449106759134,-2.155933160932343,-2.54315733864338,-2.332298055310411
19,19.0,2.5739724307852843,3.328370978322207,3.0874327548172493,3.420128373138156
20,20.0,1.4801448096117564,2.6861032403591185,1.2213668913024678,2.0053483714994895
21,21.0,-0.4575894021005147,0.21237862272690883,-0.4252374381798363,0.08263330796166157
22,22.0,-0.35251033413628646,-0.10670220453648,-1.1049310988578414,-0.3641554369934565
23,23.0,0.10202381718361084,0.8530847781362272,-0.42719174760346623,-0.15426387264600386
