,Counter,P7,O1,O2,P8
0,0.0,1.7629820837213837,0.6038577292216948,1.5710937153812352,1.218659812045968
1,1.0,3.153019261946877,1.8127372822652543,1.8172941759206516,2.0251271815816905
2,2.0,0.3406382447459212,0.4248877364855637,-0.22585406497169275,0.10624769289200725
3,3.0,-2.0006339313454133,-1.2587446784391374,-0.8904410842275392,-1.6881382287050521
4,4.0,1.5356650565141226,1.7909195558836104,1.4837614248446735,0.8330414790459075
5,5.0,4.861810354333503,3.6193368054056076,5.06394406243587,2.7385800096248047
6,6.0,-3.048639516679418,-3.284676654626727,-3.448271089302535,-3.555690948724631
7,7.0,-1.1513708636945699,-1.3981493356891512,0.12174171643583434,-1.880605286812529
8,8.0,0.2747052274126615,0.08656063618867565,0.4430617965507539,0.6347193198270122
9,9.0,-0.8872780312745319,-1.732657989876618,-1.9816154667782582,-1.7105936545306066
10,10.0,-0.6544095840349549,-0.879163321621997,-0.6348151120801246,-0.3179617107833561
11,11.0,0.24777209634951236,1.132213441450933,0.7126683349979459,0.6404488174719676
12,12.0,-1.918319042830314,-1.8612563875231,-1.903506306268144,-2.436823932998221
13,13.0,4.260031404592537,2.8056589998350834,2.7824484852133455,3.9363780450789627
14,14.0,1.9525372710437123,1.8330996649920437,1.1644809949084383,1.3201537159542716
15,15.0,-4.332222710994634,-2.6362058249196054,-3.2931719476379255,-3.240238838576517
16,16.0,0.7009164915160353,-0.12627876041399733,-0.28783965397276856,-0.1686394992622824
17,17.0,0.7762279100052878,1.7238227884222022,1.5764083635663007,1.4485639307909333
18,18.0,-0.38634270167760226,-0.12570645487617177,-0.6977308833560734,-1.3421453103329817
19,19.0,1.2191958430299399,0.9898103141900706,0.8840344512999306,1.8254512878655305
20,20.0,-5.223969777388058,-4.496223429360507,-4.182958475595351,-5.125337382250413
21,21.0,0.8116830097416046,0.4185400678861837,-0.08949124611218384,0.06140015473747418
22,22.0,2.376229718290316,2.0056900074699757,1.931499157318049,2.181508952559065
23,23.0,1.8998458928501183,1.5331500755158136,2.075791060792173,2.595413222880091
24,24.0,1.3286669280075507,0.7921587873825926,1.2764572064103814,1.1320403066744151
25,25.0,-1.2727775713515848,-1.1015328556218282,-0.946775479985293,-0.7748326898908815
26,26.0,1.21497048563369,1.1429250788105698,1.151778947790211,0.9444188012100141
27,27.0,1.314324745313327,0.9983553641322873,1.4411703220711252,0.8988856503641343
28,28.0,2.453081301471065,1.7824777628777284,2.8620168523524168,1.6319554265186305
