,Counter,P7,O1,O2,P8
0,0.0,-3.4353883945005843,-2.727529009011372,-2.6018806236200405,-3.142206749905627
1,1.0,-0.028524477509165647,-0.15596998827161535,0.8035869766771773,0.19025344538716993
2,2.0,0.826009408315697,1.766831280684886,1.0123290059344991,0.4734343579774701
3,3.0,1.5303549163143169,1.506510754809355,2.5385663404572614,2.027070630403152
4,4.0,0.2213110839164264,0.3684463832282021,0.9887222487056071,0.6402915367774273
5,5.0,-3.265092253329673,-3.7264361121577676,-2.489434022990299,-4.169865993708905
6,6.0,0.028455849034055153,0.9442674873046555,0.5164263358179779,0.9896279884247988
7,7.0,3.1982064348380224,3.0159979931664216,3.019344657900574,3.4348121784467813
8,8.0,0.5872547028751747,-0.31509648067920004,-0.08582574143468147,-0.014474680683684849
9,9.0,-2.053176044599613,-2.0832142779825356,-2.5537572582459855,-2.0113681319091445
10,10.0,-0.3052495779971805,-0.45109878261766184,-0.17415180737947594,-1.2016381042088278
11,11.0,2.3447533408605468,2.691961659845927,3.599772805136784,2.716117497960251
12,12.0,0.10965308531044621,1.0748173966775463,0.017196277231154133,1.890851799440775
13,13.0,-0.652072017230862,-0.84256623308597,-1.2227692679258941,-1.2563481579957385
14,14.0,-2.5597827790130423,-2.409328387102308,-2.4954962014361373,-1.9722549452057438
15,15.0,4.64549969097004,4.621222048313008,4.749815026988925,4.81703742453012
16,16.0,0.17936624642882149,-0.11555010216592682,-0.5610239041377885,0.20855459483201044
17,17.0,-0.9373088717551826,-1.6409403425487978,-1.1541882725392094,-1.61453260504357
18,18.0,2.0027776810694666,2.266459356776849,2.478187030870539,2.238602818889796
19,19.0,-2.065772844423022,-2.3123819674871298,-1.9206849405857,-1.6191449129163287
20,20.0,-1.8430360514628517,-1.6904209057575663,-2.640315797529244,-1.5754790570872652
21,21.0,-1.4048356372780255,-1.8933597155281259,-1.66234937369669,-3.350169921047932
22,22.0,1.6517703512817117,2.238288946426936,1.6210410487147042,2.493500551147484
23,23.0,-1.0040088223235413,0.20756182701699388,-0.5810361178371128,-0.5871790772283753
24,24.0,1.5615511634247519,1.73765449978888,1.733824152394553,1.4130253506338026
25,25.0,0.37547517004886655,0.16819921198436139,-0.37278875551956336,-0.933632019483879
26,26.0,4.32488489376987,4.101444371152691,3.1140337237150537,3.7087816525211967
27,27.0,0.5235727075664818,0.4629587416420223,0.6940242259440033,0.035381525117809065
28,28.0,1.1300785485104605,0.7656441927087192,0.9321219984702178,1.501788384596048
29,29.0,1.5369739664393942,0.30754017499858083,0.8764449434297574,1.297551259132207
30,30.0,-1.997586666658407,-1.2975344907524753,-1.553158150518836,-0.20309214348218774
31,31.0,0.5043635128067647,0.569027727123782,0.6021770191106619,0.8143209579174839
32,32.0,-1.7020752602178986,-2.2832391714327676,-1.8249996495513756,-2.6448552455556236
33,33.0,-4.116490643091625,-4.44560841431859,-4.996897936819079,-4.6470301037461255
34,34.0,-2.2868734837083076,-2.264568806755699,-2.577546345901822,-2.801062733596208
35,35.0,0.5250206830778923,0.19483299890118075,0.8578247677787368,0.484355845477045
36,36.0,0.39311641801354175,0.225268809782822,0.06846513335305576,-0.38581001200316917
37,37.0,-4.507484673700326,-3.9004705870019922,-3.2337148482769114,-3.7803810998536402
38,38.0,-0.27056196159983376,0.3323769702192079,-0.22814044666686434,-0.31934295974307253
