,Counter,P7,O1,O2,P8
0,0.0,-3.4631479911327046,-2.505457514702184,-2.5264134603597226,-1.1505181887928329
1,1.0,-6.381360797282801,-4.585218981550673,-4.428278750749027,-5.984786919524328
2,2.0,2.6659139841329837,2.1494832125340055,2.3636573255037114,1.2900417452576778
3,3.0,5.869335712944659,6.846850715853472,5.6878419166773675,4.569961659940613
4,4.0,-0.9352768150001889,-0.9982638145624775,-3.271861015406332,-0.8994544008932409
5,5.0,-6.007383720085256,-7.598070132153957,-6.337721120535202,-4.108018828412743
6,6.0,-1.255568914578082,-1.7961736660526837,-1.1563992957642508,-2.3920020249527854
7,7.0,1.501803006990432,4.143780937546621,0.3098629574968159,0.8987532223528858
8,8.0,-4.08489347367051,-0.33817336843595924,-5.047576597314331,-3.0656430016254026
9,9.0,4.443336615892303,4.421025216841232,6.139180037628025,6.188194189283402
10,10.0,9.541675587252449,8.627646603013154,10.194248468653015,10.112279848926422
11,11.0,-6.64925830578393,-6.374119769697775,-5.418935914425407,-5.451273470302087
12,12.0,-6.297942075135645,-5.521025576438729,-6.842740946247986,-4.114862934601665
13,13.0,5.5726460616992295,3.7055871199087904,4.790532969589429,7.988673963056831
14,14.0,0.4319619551107192,0.9415455437467132,2.790494367871162,3.809671889311912
15,15.0,5.577670602403055,2.857293105790455,3.461894269490611,3.118032377535408
16,16.0,4.570368443556148,6.375757820756124,6.884750469380556,8.705127574768284
17,17.0,3.8584378567838185,3.64667783726482,4.386650366426354,3.606328936441509
18,18.0,-6.027381936290073,-6.3866612669963425,-6.422209658234483,-3.9140038700069693
19,19.0,3.046050756283133,1.9640390795217701,1.628335897083954,3.575135025996857
20,20.0,4.472046925778029,5.486201054229091,7.851497812181535,4.905983974716451
21,21.0,3.8286488724211507,3.099199054223504,4.158738496821125,0.29992318379848604
22,22.0,-0.7151420166594806,0.09164563905826978,0.3740130602532455,-0.3527135230296333
23,23.0,-0.746687813224371,-1.5928636599226873,-0.07732756930470797,-1.344157243370414
24,24.0,2.7864822404503298,-0.5248379575308372,0.5732513403867305,-1.2642663293885916
25,25.0,10.441181557429116,8.54533505999022,10.904403494835675,9.719992101758551
26,26.0,-6.540829479592697,-3.814924378014222,-4.537843734604736,-5.545822750104786
27,27.0,3.1496940551411043,2.4069318728155027,4.034262980407702,2.3651952789759365
28,28.0,1.8631897548561884,3.010233860752175,3.5836854477005167,2.582451772925345
29,29.0,2.498810745560746,5.280504218075035,1.997925955707604,2.5022728004089894
30,30.0,-1.835200984920668,-0.8272954705280214,-2.699136822358869,-2.3963404822341303
31,31.0,12.277250620482192,14.947634557596649,12.534016416049692,12.524089051434766
32,32.0,-4.322807636526379,-4.363022890439386,-1.6815681199175976,-3.787265594502831
33,33.0,5.0895857037516175,4.679820708685915,2.728061875557068,4.998807658342735
34,34.0,2.15978961392868,1.9590777152550234,3.1282653509978506,1.7969427407672487
35,35.0,-5.6274916738316625,-3.058763398945319,-3.8943140476178253,-3.0547409642374066
36,36.0,4.880471043286011,2.8259014691937403,3.764890631093516,1.7457677682134098
37,37.0,7.680537913828078,10.485356827358094,9.200943761727533,8.051757731705488
38,38.0,-1.2204828977917535,-1.945059964136258,-1.7464239461377644,-1.8859042030251192
39,39.0,-3.1258577430833023,-5.521154962731964,-4.2726789276593,-3.1134027502344583
40,40.0,1.6940035987315654,-0.34450441557219735,0.34343887966247766,0.23739096417457006
41,41.0,-2.494511376351429,-2.9305376787587725,-5.166058114143635,-1.7156675672236372
