,Counter,P7,O1,O2,P8
0,0.0,0.08970659173460874,-1.1119099585030763,0.42652256676305267,-0.16817415733754537
1,1.0,-1.4659763660283869,-0.6872087631512325,2.3166086651392064,-0.30289562062592323
2,2.0,8.040134281885745,9.088591276610261,6.489881690653815,7.6765686475823935
3,3.0,1.2579167903951112,2.6840033828339642,0.624568819378316,1.968975834094143
4,4.0,2.184279579356992,0.4405920864375716,-0.07508308996352298,0.20396056588740763
5,5.0,4.110708901751143,1.1253759875874203,3.9956827462454516,4.047491891983489
6,6.0,11.745223872854853,12.431958258247915,11.076126814325775,10.06231459770043
7,7.0,4.884651340071781,5.819466708189459,4.555713038090298,5.4135285594060685
8,8.0,2.634931260614397,-0.6897767512589856,2.744511942676399,0.6098377141656488
9,9.0,-6.724095410606177,-7.560622012793839,-9.359489395396109,-7.537466001717353
10,10.0,-0.9623747951878727,-1.3262714893817784,-4.86587715528981,-1.7869539712139537
11,11.0,3.8559730555036635,0.24408022934825002,-0.5388944580376038,0.8404241273944397
12,12.0,0.8649832539936364,1.331061546500457,-0.3893994136197813,-0.08856785242101231
13,13.0,2.590801325426951,0.9383447907861296,2.1957584435182675,1.2176389521244766
14,14.0,3.153740598281021,7.52065989972377,4.789127116485752,5.518827057761449
15,15.0,4.2446745242488735,4.080460337260873,3.865021213756788,4.204295763994274
16,16.0,1.090299169712707,2.1198996462352606,0.065013553037374,-0.7603986251850408
17,17.0,0.8445591238376792,-1.4440375542379251,-0.7031359602091953,-1.306125280933553
18,18.0,1.9538725303095508,2.088683115261282,0.5737250638939151,1.8682406160499532
19,19.0,-7.076957913145151,-5.097658352891876,-8.124423636411914,-7.789608182323912
20,20.0,-5.453494658570898,-6.314927263472351,-6.531695550463689,-7.619274520854795
21,21.0,-0.30160724719780674,-0.3111810196139991,-1.7563791593140001,-2.03877335931086
22,22.0,0.3383927366068368,2.263096929611363,1.1611331683409314,0.40731794938788624
23,23.0,-4.841684827441186,-2.0429405051825458,-5.545240813188342,-6.776902649124968
24,24.0,1.2128396430691573,-1.7097758442115958,-0.2638194759479281,-1.1940302452732021
25,25.0,0.3850468450351137,1.4717345585511659,-0.29449371440426964,1.220157841252814
26,26.0,6.525757578793374,7.436958114353354,5.382116338828806,7.966286494123872
27,27.0,1.6204739584740078,2.2054081757973956,2.79093396469492,2.6850399180435875
28,28.0,2.2152905536981207,4.506009670806934,5.501597957607313,4.288710446630795
29,29.0,-1.3163434706243773,-3.283641045909971,-2.1034331571668368,-1.5360971470092835
